image,image_path,xmin,ymin,xmax,ymax,label,confidence,x_size,y_size,iou
007265.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/007265.png,876,161,906,290,0,0.837529719,1238,374,
006196.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006196.png,984,120,1007,223,0,0.379077613,1224,370,
006196.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006196.png,876,116,890,198,0,0.380145937,1224,370,
003435.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/003435.png,579,162,618,286,0,0.947053254,1224,370,
001600.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/001600.png,876,117,890,197,0,0.359123886,1224,370,
001600.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/001600.png,984,122,1008,222,0,0.375017285,1224,370,
003931.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/003931.png,1024,151,1047,300,0,0.268653303,1242,375,
005545.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005545.png,852,157,874,272,0,0.362836003,1238,374,
005170.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005170.png,462,133,522,324,0,0.305455208,1238,374,
002908.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002908.png,681,130,695,209,0,0.250771433,1242,375,
005230.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005230.png,489,179,502,234,0,0.375005662,1242,375,
005230.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005230.png,669,170,679,218,0,0.464021146,1242,375,
004634.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/004634.png,265,118,335,336,0,0.899242043,1224,370,
000509.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000509.png,281,117,339,324,0,0.73160845,1224,370,
003718.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/003718.png,477,161,497,238,0,0.349529684,1238,374,
003718.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/003718.png,498,156,518,241,0,0.451294154,1238,374,
003718.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/003718.png,776,151,823,339,0,0.928572655,1238,374,
002308.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002308.png,671,141,685,214,0,0.305356592,1242,375,
000971.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000971.png,757,147,777,250,0,0.385732472,1238,374,
000971.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000971.png,744,158,766,242,0,0.408275336,1238,374,
002800.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002800.png,687,148,709,245,0,0.845855296,1238,374,
002499.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002499.png,492,162,503,202,0,0.276598841,1242,375,
002499.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002499.png,500,158,510,206,0,0.33113268,1242,375,
000721.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000721.png,418,126,474,320,0,0.658435047,1224,370,
002988.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002988.png,1159,141,1188,258,0,0.581689179,1242,375,
000841.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000841.png,681,134,740,313,0,0.567894399,1224,370,
004666.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/004666.png,1124,106,1152,342,0,0.297184706,1242,375,
001355.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/001355.png,687,158,713,244,0,0.333153516,1238,374,
001355.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/001355.png,37,65,125,374,0,0.408702105,1238,374,
001355.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/001355.png,666,158,692,248,0,0.482360929,1238,374,
001355.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/001355.png,629,160,650,252,0,0.500944912,1238,374,
000885.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000885.png,432,169,443,222,0,0.431068003,1242,375,
002000.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002000.png,875,117,890,198,0,0.509590626,1224,370,
001118.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/001118.png,676,144,689,205,0,0.454355776,1242,375,
006075.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006075.png,503,163,517,226,0,0.51996851,1224,370,
006075.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006075.png,517,164,530,227,0,0.801653922,1224,370,
007202.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/007202.png,224,124,309,374,0,0.786467195,1238,374,
006828.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006828.png,1074,102,1103,288,0,0.274093926,1238,374,
006828.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006828.png,317,148,380,363,0,0.316135377,1238,374,
006828.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006828.png,574,149,596,244,0,0.335713476,1238,374,
004338.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/004338.png,561,141,582,241,0,0.278989285,1224,370,
007049.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/007049.png,797,149,819,239,0,0.280681968,1242,375,
006994.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006994.png,530,159,544,224,0,0.281412393,1224,370,
006994.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006994.png,541,160,554,224,0,0.335971057,1224,370,
003162.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/003162.png,696,134,781,306,0,0.592946827,1224,370,
000381.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000381.png,580,151,609,284,0,0.920612991,1224,370,
001477.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/001477.png,242,124,301,317,0,0.36966157,1224,370,
001487.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/001487.png,553,161,569,220,0,0.253636301,1224,370,
001487.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/001487.png,566,161,580,221,0,0.527463198,1224,370,
006761.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006761.png,759,149,787,288,0,0.435482234,1242,375,
006761.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006761.png,907,150,970,334,0,0.597361207,1242,375,
006761.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006761.png,161,174,183,316,0,0.601561368,1242,375,
000618.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000618.png,902,139,930,249,0,0.870582044,1242,375,
002690.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002690.png,1033,96,1118,375,0,0.880870581,1242,375,
002690.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002690.png,857,141,920,375,0,0.93829149,1242,375,
007436.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/007436.png,134,115,196,318,0,0.834115267,1224,370,
000816.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000816.png,1042,147,1106,351,0,0.69753921,1238,374,
000382.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000382.png,436,148,449,214,0,0.317911953,1242,375,
004226.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/004226.png,315,183,347,298,0,0.314787656,1242,375,
004226.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/004226.png,327,185,360,294,0,0.760340571,1242,375,
003331.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/003331.png,1048,121,1097,325,0,0.623370647,1224,370,
003826.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/003826.png,741,162,776,279,0,0.679574311,1238,374,
003826.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/003826.png,427,163,441,237,0,0.701102495,1238,374,
004109.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/004109.png,355,161,377,265,0,0.280914843,1224,370,
004109.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/004109.png,370,162,391,265,0,0.37046504,1224,370,
004109.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/004109.png,335,153,360,271,0,0.766732216,1224,370,
004337.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/004337.png,1116,90,1203,347,0,0.941145778,1242,375,
006488.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006488.png,712,154,774,348,0,0.315709859,1238,374,
006488.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006488.png,559,154,595,305,0,0.359985054,1238,374,
006488.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006488.png,591,156,630,294,0,0.460383087,1238,374,
006488.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006488.png,655,165,684,280,0,0.578107357,1238,374,
006488.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006488.png,542,158,580,300,0,0.597774327,1238,374,
006488.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006488.png,441,165,472,287,0,0.69134599,1238,374,
006488.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006488.png,642,160,675,283,0,0.840897024,1238,374,
006488.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006488.png,752,131,827,374,0,0.925135911,1238,374,
006488.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006488.png,427,162,458,292,0,0.939662099,1238,374,
006280.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006280.png,784,174,808,255,0,0.310066104,1242,375,
004278.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/004278.png,372,153,384,211,0,0.279449284,1242,375,
002160.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002160.png,399,145,420,248,0,0.278803408,1238,374,
002160.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002160.png,387,152,410,246,0,0.358892649,1238,374,
002160.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002160.png,1124,151,1195,353,0,0.440167606,1238,374,
000469.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000469.png,822,121,901,370,0,0.429108739,1224,370,
000469.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000469.png,797,106,867,370,0,0.543559134,1224,370,
000469.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000469.png,747,151,815,331,0,0.734688342,1224,370,
000469.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000469.png,630,152,700,332,0,0.898265004,1224,370,
000469.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000469.png,918,122,981,331,0,0.94484055,1224,370,
004028.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/004028.png,871,163,913,299,0,0.442678809,1238,374,
004028.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/004028.png,691,146,718,249,0,0.450789869,1238,374,
004028.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/004028.png,753,134,836,321,0,0.570992768,1238,374,
004028.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/004028.png,612,153,638,257,0,0.708003521,1238,374,
004028.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/004028.png,645,148,669,251,0,0.720764577,1238,374,
000854.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000854.png,673,164,685,217,0,0.529438138,1242,375,
003024.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/003024.png,567,166,615,321,0,0.570454299,1224,370,
001037.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/001037.png,917,162,978,313,0,0.363660455,1224,370,
005633.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005633.png,1023,119,1099,309,0,0.311823964,1224,370,
005633.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005633.png,459,162,495,274,0,0.322253972,1224,370,
005633.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005633.png,876,112,890,202,0,0.325309962,1224,370,
005633.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005633.png,1073,89,1152,335,0,0.851262391,1224,370,
000327.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000327.png,780,108,873,317,0,0.731042981,1224,370,
000958.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000958.png,435,149,453,251,0,0.272994339,1242,375,
003229.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/003229.png,185,169,225,333,0,0.256484091,1238,374,
003229.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/003229.png,800,127,856,329,0,0.723386288,1238,374,
003229.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/003229.png,1042,125,1117,371,0,0.93182689,1238,374,
002334.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002334.png,366,121,433,329,0,0.64548111,1224,370,
006441.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006441.png,756,154,789,274,0,0.936229527,1238,374,
000263.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000263.png,545,140,575,288,0,0.929124415,1224,370,
006881.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006881.png,1089,112,1176,375,0,0.391657591,1242,375,
001395.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/001395.png,739,155,764,257,0,0.610017121,1242,375,
006024.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006024.png,895,157,930,267,0,0.81464529,1224,370,
001549.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/001549.png,485,150,497,216,0,0.290094048,1238,374,
001549.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/001549.png,271,169,333,315,0,0.645449638,1238,374,
002794.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002794.png,222,187,238,251,0,0.264646858,1241,376,
000999.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000999.png,754,164,811,324,0,0.309548199,1238,374,
000999.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000999.png,1185,143,1225,291,0,0.497784764,1238,374,
000999.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000999.png,1087,117,1161,314,0,0.529615164,1238,374,
000999.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000999.png,841,164,904,329,0,0.547603011,1238,374,
000999.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000999.png,372,162,405,275,0,0.765799046,1238,374,
004116.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/004116.png,536,117,619,370,0,0.951889634,1224,370,
000035.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000035.png,507,171,518,232,0,0.250036538,1242,375,
001923.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/001923.png,370,125,446,323,0,0.900524795,1224,370,
003924.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/003924.png,576,137,648,315,0,0.584741235,1238,374,
003924.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/003924.png,1077,94,1178,356,0,0.74948281,1238,374,
003046.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/003046.png,910,155,943,276,0,0.754438341,1242,375,
006955.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006955.png,638,158,670,310,0,0.722438574,1224,370,
003703.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/003703.png,380,125,441,298,0,0.775777817,1224,370,
002707.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002707.png,509,133,542,269,0,0.395861983,1224,370,
002707.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002707.png,584,135,616,258,0,0.57690686,1224,370,
002707.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002707.png,693,137,725,267,0,0.664499998,1224,370,
002707.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002707.png,537,139,575,259,0,0.710227609,1224,370,
002707.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002707.png,782,138,808,254,0,0.736256778,1224,370,
002707.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002707.png,557,135,589,258,0,0.745096326,1224,370,
002707.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002707.png,497,141,526,262,0,0.89869827,1224,370,
002707.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002707.png,609,139,638,251,0,0.941004455,1224,370,
002707.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002707.png,655,142,690,260,0,0.945258737,1224,370,
002707.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002707.png,893,140,958,349,0,0.984603822,1224,370,
002707.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002707.png,788,127,861,370,0,0.989563406,1224,370,
000159.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000159.png,328,127,352,260,0,0.330607235,1242,375,
000203.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000203.png,775,169,793,236,0,0.395720243,1242,375,
002999.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002999.png,1167,118,1199,243,0,0.252880603,1224,370,
002999.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002999.png,876,113,890,201,0,0.263797432,1224,370,
002999.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002999.png,1204,119,1224,265,0,0.276454061,1224,370,
002999.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002999.png,1157,126,1188,235,0,0.373455942,1224,370,
